LCSC Part,First Category,Second Category,MFR.Part,Package,Solder Joint,Manufacturer,Library Type,Description,Datasheet,Price,Stock
C1647,Capacitors,Multilayer Ceramic Capacitors MLCC - SMD/SMT,CL10C180JB8NNNC,603,2,Samsung Electro-Mechanics,Basic,50V 18pF C0G 亇5% 0603  Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS,https://datasheet.lcsc.com/lcsc/1810261621_Samsung-Electro-Mechanics-CL10C180JB8NNNC_C1647.pdf,"20-180:0.005569231,200-580:0.004600000,600-1980:0.004046154,2000-9980:0.003723077,10000-19980:0.003446154,20000-:0.003292308",175776
C1648,Capacitors,Multilayer Ceramic Capacitors MLCC - SMD/SMT,CL10C200JB8NNNC,603,2,Samsung Electro-Mechanics,Basic,50V 20pF C0G 亇5% 0603  Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS,https://datasheet.lcsc.com/lcsc/1810261514_Samsung-Electro-Mechanics-CL10C200JB8NNNC_C1648.pdf,"20-180:0.006553846,200-580:0.005523077,600-1980:0.004953846,2000-9980:0.004615385,10000-19980:0.004323077,20000-:0.004153846",312386
C1653,Capacitors,Multilayer Ceramic Capacitors MLCC - SMD/SMT,CL10C220JB8NNNC,603,2,Samsung Electro-Mechanics,Basic,50V 22pF C0G 亇5% 0603  Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS,https://datasheet.lcsc.com/lcsc/1810121815_Samsung-Electro-Mechanics-CL10C220JB8NNNC_C1653.pdf,"20-180:0.005553846,200-580:0.004676923,600-1980:0.004200000,2000-9980:0.003907692,10000-19980:0.003661538,20000-:0.003523077",612496
C1658,Capacitors,Multilayer Ceramic Capacitors MLCC - SMD/SMT,0603CG300J500NT,CAP-SMD,2,FH(Guangdong Fenghua Advanced Tech),Basic,50V 30pF C0G 亇5% 0603  Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS,https://datasheet.lcsc.com/lcsc/1810261611_FH-Guangdong-Fenghua-Advanced-Tech-0603CG300J500NT_C1658.pdf,"20-180:0.003630769,200-580:0.002938462,600-1980:0.002446154,2000-9980:0.002030769,10000-19980:0.001953846,20000-:0.001923077",157167
C1663,Capacitors,Multilayer Ceramic Capacitors MLCC - SMD/SMT,CL10C330JB8NNNC,603,2,Samsung Electro-Mechanics,Basic,50V 33pF C0G 亇5% 0603  Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS,https://datasheet.lcsc.com/lcsc/1811151146_Samsung-Electro-Mechanics-CL10C330JB8NNNC_C1663.pdf,"20-180:0.005153846,200-580:0.004184615,600-1980:0.003646154,2000-9980:0.003323077,10000-19980:0.003046154,20000-:0.002892308",181469
C1664,Capacitors,Multilayer Ceramic Capacitors MLCC - SMD/SMT,CL10C331JB8NNNC,603,2,Samsung Electro-Mechanics,Basic,50V 330pF C0G 亇5% 0603  Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS,https://datasheet.lcsc.com/lcsc/1810261512_Samsung-Electro-Mechanics-CL10C331JB8NNNC_C1664.pdf,"20-180:0.007123077,200-580:0.006015385,600-1980:0.005384615,2000-9980:0.005015385,10000-19980:0.004692308,20000-:0.004523077",153132
C1669,Capacitors,Multilayer Ceramic Capacitors MLCC - SMD/SMT,0603CG4R7C500NT,603,2,FH(Guangdong Fenghua Advanced Tech),Basic,50V 4.7pF C0G 亇0.25pF 0603  Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS,https://datasheet.lcsc.com/lcsc/1810261624_FH-Guangdong-Fenghua-Advanced-Tech-0603CG4R7C500NT_C1669.pdf,"20-180:0.002907692,600-1980:0.001984615,10000-19980:0.001600000,200-580:0.002369231,2000-9980:0.001646154,20000-:0.001569231",1158122
C1671,Capacitors,Multilayer Ceramic Capacitors MLCC - SMD/SMT,CL10C470JB8NNNC,603,2,Samsung Electro-Mechanics,Basic,50V 47pF C0G 亇5% 0603  Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS,https://datasheet.lcsc.com/lcsc/1810261610_Samsung-Electro-Mechanics-CL10C470JB8NNNC_C1671.pdf,"200-580:0.004676923,2000-9980:0.003907692,10000-19980:0.003661538,20-180:0.005538462,600-1980:0.004200000,20000-:0.003523077",239567
C1679,Capacitors,Multilayer Ceramic Capacitors MLCC - SMD/SMT,0603CG6R8C500NT,603,2,FH(Guangdong Fenghua Advanced Tech),Basic,50V 6.8pF C0G 亇0.25pF 0603  Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS,https://datasheet.lcsc.com/lcsc/1811061822_FH-Guangdong-Fenghua-Advanced-Tech-0603CG6R8C500NT_C1679.pdf,"20-180:0.002969231,600-1980:0.002015385,10000-19980:0.001630769,200-580:0.002415385,2000-9980:0.001692308,20000-:0.001600000",3407529
C1685,Capacitors,Multilayer Ceramic Capacitors MLCC - SMD/SMT,0603CG8R2C500NT,603,2,FH(Guangdong Fenghua Advanced Tech),Basic,50V 8.2pF C0G 亇0.25pF 0603  Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS,https://datasheet.lcsc.com/lcsc/1811061811_FH-Guangdong-Fenghua-Advanced-Tech-0603CG8R2C500NT_C1685.pdf,"200-580:0.002738462,2000-9980:0.001923077,20-180:0.003338462,600-1980:0.002292308,20000-:0.001830769,10000-19980:0.001861538",8148
C1710,Capacitors,Multilayer Ceramic Capacitors MLCC - SMD/SMT,CL21B103KBANNNC,805,2,Samsung Electro-Mechanics,Basic,50V 10nF X7R 亇10% 0805  Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS,https://datasheet.lcsc.com/lcsc/1811151136_Samsung-Electro-Mechanics-CL21B103KBANNNC_C1710.pdf,"20-180:0.005830769,200-580:0.004661538,600-1980:0.004015385,2000-9980:0.003630769,10000-19980:0.003292308,20000-:0.003107692",1563225
C1716,Capacitors,Multilayer Ceramic Capacitors MLCC - SMD/SMT,0805B151K500NT,805,2,FH(Guangdong Fenghua Advanced Tech),Basic,50V 150pF X7R 亇10% 0805  Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS,https://datasheet.lcsc.com/lcsc/1811061722_FH-Guangdong-Fenghua-Advanced-Tech-0805B151K500NT_C1716.pdf,"20-180:0.005200000,200-580:0.004246154,600-1980:0.003538462,2000-9980:0.002969231,10000-19980:0.002861538,20000-:0.002815385",9840
C1717,Capacitors,Multilayer Ceramic Capacitors MLCC - SMD/SMT,0805B152K500NT,805,2,FH(Guangdong Fenghua Advanced Tech),Basic,50V 1.5nF X7R 亇10% 0805  Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS,https://datasheet.lcsc.com/lcsc/1811061723_FH-Guangdong-Fenghua-Advanced-Tech-0805B152K500NT_C1717.pdf,"20-180:0.005169231,600-1980:0.003492308,20000-:0.002753846,10000-19980:0.002800000,200-580:0.004184615,2000-9980:0.002907692",13037
C1729,Capacitors,Multilayer Ceramic Capacitors MLCC - SMD/SMT,CL21B223KBANNNC,805,2,Samsung Electro-Mechanics,Basic,50V 22nF X7R 亇10% 0805  Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS,https://datasheet.lcsc.com/lcsc/1810191222_Samsung-Electro-Mechanics-CL21B223KBANNNC_C1729.pdf,"20-180:0.009076923,200-580:0.007661538,600-1980:0.006876923,2000-9980:0.006400000,10000-19980:0.006000000,20000-:0.005769231",135317
C1739,Capacitors,Multilayer Ceramic Capacitors MLCC - SMD/SMT,0805B333K500NT,805,2,FH(Guangdong Fenghua Advanced Tech),Basic,50V 33nF X7R 亇10% 0805  Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS,https://datasheet.lcsc.com/lcsc/1811061723_FH-Guangdong-Fenghua-Advanced-Tech-0805B333K500NT_C1739.pdf,"20-180:0.008000000,600-1980:0.005400000,20000-:0.004261538,10000-19980:0.004338462,200-580:0.006492308,2000-9980:0.004492308",17071
C1740,Capacitors,Multilayer Ceramic Capacitors MLCC - SMD/SMT,0805B334K500NT,805,2,FH(Guangdong Fenghua Advanced Tech),Basic,50V 330nF X7R 亇10% 0805  Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS,https://datasheet.lcsc.com/lcsc/1811071214_FH-Guangdong-Fenghua-Advanced-Tech-0805B334K500NT_C1740.pdf,"20-180:0.016923077,200-580:0.013769231,600-1980:0.011446154,2000-9980:0.009538462,20000-:0.009046154,10000-19980:0.009215385",82248
C1743,Capacitors,Multilayer Ceramic Capacitors MLCC - SMD/SMT,0805B471K500NT,805,2,FH(Guangdong Fenghua Advanced Tech),Basic,50V 470pF X7R 亇10% 0805  Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS,https://datasheet.lcsc.com/lcsc/1811110920_FH-Guangdong-Fenghua-Advanced-Tech-0805B471K500NT_C1743.pdf,"200-580:0.004307692,2000-9980:0.003000000,20000-:0.002846154,20-180:0.005292308,600-1980:0.003584615,10000-19980:0.002892308",225578
C1744,Capacitors,Multilayer Ceramic Capacitors MLCC - SMD/SMT,0805B472K500NT,805,2,FH(Guangdong Fenghua Advanced Tech),Basic,50V 4.7nF X7R 亇10% 0805  Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS,https://datasheet.lcsc.com/lcsc/1811061719_FH-Guangdong-Fenghua-Advanced-Tech-0805B472K500NT_C1744.pdf,"20-180:0.005246154,600-1980:0.003569231,20000-:0.002830769,200-580:0.004276923,2000-9980:0.002984615,10000-19980:0.002876923",192084
C1755,Capacitors,Multilayer Ceramic Capacitors MLCC - SMD/SMT,0805B682K500NT,805,2,FH(Guangdong Fenghua Advanced Tech),Basic,50V 6.8nF X7R 亇10% 0805  Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS,https://datasheet.lcsc.com/lcsc/1811061724_FH-Guangdong-Fenghua-Advanced-Tech-0805B682K500NT_C1755.pdf,"200-580:0.004123077,2000-9980:0.002861538,20000-:0.002707692,20-180:0.005076923,600-1980:0.003430769,10000-19980:0.002753846",21897
C1779,Capacitors,Multilayer Ceramic Capacitors MLCC - SMD/SMT,CL21A475KAQNNNE,805,2,Samsung Electro-Mechanics,Basic,25V 4.7uF X5R 亇10% 0805  Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS,https://datasheet.lcsc.com/lcsc/1810261822_Samsung-Electro-Mechanics-CL21A475KAQNNNE_C1779.pdf,"20-180:0.010230769,200-580:0.007923077,600-1980:0.006907692,2000-9980:0.006138462,10000-19980:0.005830769,20000-:0.005630769",1757408
C1785,Capacitors,Multilayer Ceramic Capacitors MLCC - SMD/SMT,CL21C100JBANNNC,805,2,Samsung Electro-Mechanics,Basic,50V 10pF C0G 亇5% 0805  Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS,https://datasheet.lcsc.com/lcsc/1810191223_Samsung-Electro-Mechanics-CL21C100JBANNNC_C1785.pdf,"20-180:0.012415385,200-580:0.009969231,600-1980:0.008600000,2000-9980:0.007784615,10000-19980:0.007076923,20000-:0.006692308",85408
C1790,Capacitors,Multilayer Ceramic Capacitors MLCC - SMD/SMT,CL21C101JBANNNC,805,2,Samsung Electro-Mechanics,Basic,50V 100pF C0G 亇5% 0805  Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS,https://datasheet.lcsc.com/lcsc/1810241824_Samsung-Electro-Mechanics-CL21C101JBANNNC_C1790.pdf,"20-180:0.007692308,200-580:0.006138462,600-1980:0.005261538,2000-9980:0.004738462,10000-19980:0.004292308,20000-:0.004046154",395425
C1792,Capacitors,Multilayer Ceramic Capacitors MLCC - SMD/SMT,0805CG120J500NT,805,2,FH(Guangdong Fenghua Advanced Tech),Basic,50V 12pF C0G 亇5% 0805  Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS,https://datasheet.lcsc.com/lcsc/1811061723_FH-Guangdong-Fenghua-Advanced-Tech-0805CG120J500NT_C1792.pdf,"20-180:0.005215385,200-580:0.004246154,600-1980:0.003538462,2000-9980:0.002969231,10000-19980:0.002861538,20000-:0.002815385",21328
C1797,Capacitors,Multilayer Ceramic Capacitors MLCC - SMD/SMT,0805CG180J500NT,805,2,FH(Guangdong Fenghua Advanced Tech),Basic,50V 18pF C0G 亇5% 0805  Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS,https://datasheet.lcsc.com/lcsc/1811091217_FH-Guangdong-Fenghua-Advanced-Tech-0805CG180J500NT_C1797.pdf,"10000-19980:0.006369231,200-580:0.008769231,2000-9980:0.006953846,20-180:0.010815385,600-1980:0.007630769,20000-:0.006046154",14118
C1798,Capacitors,Multilayer Ceramic Capacitors MLCC - SMD/SMT,CL21C200JBANNNC,805,2,Samsung Electro-Mechanics,Basic,50V 20pF C0G 亇5% 0805  Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS,https://datasheet.lcsc.com/lcsc/1810191220_Samsung-Electro-Mechanics-CL21C200JBANNNC_C1798.pdf,"20-180:0.010676923,200-580:0.008769231,600-1980:0.007707692,2000-9980:0.007076923,10000-19980:0.006523077,20000-:0.006230769",251489
C1804,Capacitors,Multilayer Ceramic Capacitors MLCC - SMD/SMT,CL21C220JBANNNC,805,2,Samsung Electro-Mechanics,Basic,50V 22pF C0G 亇5% 0805  Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS,https://datasheet.lcsc.com/lcsc/1810271113_Samsung-Electro-Mechanics-CL21C220JBANNNC_C1804.pdf,"20-180:0.009323077,200-580:0.007338462,600-1980:0.006230769,2000-9980:0.005569231,10000-19980:0.004984615,20000-:0.004676923",181299
C1846,Capacitors,Multilayer Ceramic Capacitors MLCC - SMD/SMT,1206B103K500NT,1206,2,FH(Guangdong Fenghua Advanced Tech),Basic,50V 10nF X7R 亇10% 1206  Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS,https://datasheet.lcsc.com/lcsc/1811051111_FH-Guangdong-Fenghua-Advanced-Tech-1206B103K500NT_C1846.pdf,"15-135:0.012830769,150-435:0.010430769,450-1485:0.008692308,1500-7485:0.007261538,7500-14985:0.007015385,15000-:0.006892308",114621
C1848,Capacitors,Multilayer Ceramic Capacitors MLCC - SMD/SMT,CL31B105KBHNNNE,1206,2,Samsung Electro-Mechanics,Basic,50V 1uF X7R 亇10% 1206  Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS,https://datasheet.lcsc.com/lcsc/1810271109_Samsung-Electro-Mechanics-CL31B105KBHNNNE_C1848.pdf,"15-135:0.024153846,150-435:0.018769231,450-1485:0.016307692,1500-7485:0.014538462,7500-14985:0.013830769,15000-:0.013353846",4179660
C1857,Capacitors,Multilayer Ceramic Capacitors MLCC - SMD/SMT,1206B224K500NT,1206,2,FH(Guangdong Fenghua Advanced Tech),Basic,50V 220nF X7R 亇10% 1206  Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS,https://datasheet.lcsc.com/lcsc/1810311313_FH-Guangdong-Fenghua-Advanced-Tech-1206B224K500NT_C1857.pdf,"15-135:0.028000000,150-435:0.022769231,450-1485:0.018923077,1500-7485:0.015692308,7500-14985:0.015200000,15000-:0.014938462",40734
C5378,Capacitors,Multilayer Ceramic Capacitors MLCC - SMD/SMT,CL21B224KBFNNNE,805,2,Samsung Electro-Mechanics,Basic,50V 220nF X7R 亇10% 0805  Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS,https://datasheet.lcsc.com/lcsc/1810191222_Samsung-Electro-Mechanics-CL21B224KBFNNNE_C5378.pdf,"20-180:0.013276923,200-580:0.011030769,600-1980:0.009769231,2000-9980:0.009015385,10000-19980:0.008369231,20000-:0.008015385",199073
C5672,Capacitors,Multilayer Ceramic Capacitors MLCC - SMD/SMT,CL31A226KPHNNNE,1206,2,Samsung Electro-Mechanics,Basic,10V 22uF X5R 亇10% 1206  Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS,https://datasheet.lcsc.com/lcsc/1810221121_Samsung-Electro-Mechanics-CL31A226KPHNNNE_C5672.pdf,"15-135:0.034461538,450-1485:0.024153846,1500-7485:0.021538462,15000-:0.018461538,7500-14985:0.019538462,150-435:0.027538462",977907
C7171,Capacitors,Tantalum Capacitors,TAJA106K016RNJ,CASE-A_3216,2,AVX,Basic,10uF 16V 3兌@100kHz -55乣+125亷亇10% CASE-A_3216  Tantalum Capacitors ROHS,https://datasheet.lcsc.com/lcsc/1811071223_AVX-TAJA106K016RNJ_C7171.pdf,"15-135:0.090461538,150-435:0.073076923,450-1485:0.064153846,7500-14985:0.054153846,1500-7485:0.056769231,15000-:0.052307692",2020739
C9196,Capacitors,Multilayer Ceramic Capacitors MLCC - SMD/SMT,1206B102K202NT,1206,2,FH(Guangdong Fenghua Advanced Tech),Basic,2kV 1nF X7R 亇10% 1206  Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS,https://datasheet.lcsc.com/lcsc/1810311314_FH-Guangdong-Fenghua-Advanced-Tech-1206B102K202NT_C9196.pdf,"450-1485:0.005400000,7500-14985:0.004492308,15-135:0.008200000,1500-7485:0.004753846,150-435:0.006261538,15000-:0.004323077",7220148
C12530,Capacitors,Multilayer Ceramic Capacitors MLCC - SMD/SMT,CL05A225MQ5NSNC,402,2,Samsung Electro-Mechanics,Basic,6.3V 2.2uF X5R 亇20% 0402  Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS,https://datasheet.lcsc.com/lcsc/1811021410_Samsung-Electro-Mechanics-CL05A225MQ5NSNC_C12530.pdf,"20-180:0.002046154,200-580:0.001553846,600-1980:0.001296923,2000-9980:0.001178462,10000-19980:0.001023077,20000-:0.000970769",124421
C12891,Capacitors,Multilayer Ceramic Capacitors MLCC - SMD/SMT,CL31A226KAHNNNE,1206,2,Samsung Electro-Mechanics,Basic,25V 22uF X5R 亇10% 1206  Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS,https://datasheet.lcsc.com/lcsc/1811031514_Samsung-Electro-Mechanics-CL31A226KAHNNNE_C12891.pdf,"15-135:0.058000000,150-435:0.046769231,450-1485:0.041076923,7500-14985:0.034769231,1500-7485:0.036307692,15000-:0.033692308",969898
C13533,Capacitors,Multilayer Ceramic Capacitors MLCC - SMD/SMT,CL05C331JB5NNNC,402,2,Samsung Electro-Mechanics,Basic,50V 330pF C0G 亇5% 0402  Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS,https://datasheet.lcsc.com/lcsc/1810192025_Samsung-Electro-Mechanics-CL05C331JB5NNNC_C13533.pdf,"20-180:0.005615385,200-580:0.004738462,600-1980:0.004246154,2000-9980:0.003953846,10000-19980:0.003707692,20000-:0.003569231",82098
C13585,Capacitors,Multilayer Ceramic Capacitors MLCC - SMD/SMT,CL31A106KBHNNNE,1206,2,Samsung Electro-Mechanics,Basic,50V 10uF X5R 亇10% 1206  Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS,https://datasheet.lcsc.com/lcsc/1810221112_Samsung-Electro-Mechanics-CL31A106KBHNNNE_C13585.pdf,"15-135:0.029846154,150-435:0.024153846,450-1485:0.021230769,7500-14985:0.018000000,1500-7485:0.018923077,15000-:0.017538462",1622022
C13967,Capacitors,Multilayer Ceramic Capacitors MLCC - SMD/SMT,CL21B474KBFNNNE,805,2,Samsung Electro-Mechanics,Basic,50V 470nF X7R 亇10% 0805  Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS,https://datasheet.lcsc.com/lcsc/1810251812_Samsung-Electro-Mechanics-CL21B474KBFNNNE_C13967.pdf,"20-180:0.013353846,200-580:0.010753846,600-1980:0.008876923,2000-9980:0.007323077,10000-19980:0.007061538,20000-:0.006923077",183630
C14441,Capacitors,Multilayer Ceramic Capacitors MLCC - SMD/SMT,CL05C680JB5NNNC,402,2,Samsung Electro-Mechanics,Basic,50V 68pF C0G 亇5% 0402  Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS,https://datasheet.lcsc.com/lcsc/1810191215_Samsung-Electro-Mechanics-CL05C680JB5NNNC_C14441.pdf,"20-180:0.003446154,200-580:0.002600000,600-1980:0.002169231,2000-9980:0.001969231,10000-19980:0.001707692,20000-:0.001615385",46986
C14663,Capacitors,Multilayer Ceramic Capacitors MLCC - SMD/SMT,CC0603KRX7R9BB104,603,2,YAGEO,Basic,50V 100nF X7R 亇10% 0603  Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS,https://datasheet.lcsc.com/lcsc/1809301912_YAGEO-CC0603KRX7R9BB104_C14663.pdf,"20-180:0.002200000,200-580:0.001661538,600-1980:0.001409231,2000-9980:0.001264615,10000-19980:0.001147692,40000-79980:0.001092308,80000-:0.001083077,20000-39980:0.001103077",19628639
C14857,Capacitors,Multilayer Ceramic Capacitors MLCC - SMD/SMT,CL21C470JBANNNC,805,2,Samsung Electro-Mechanics,Basic,50V 47pF C0G 亇5% 0805  Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS,https://datasheet.lcsc.com/lcsc/1810191215_Samsung-Electro-Mechanics-CL21C470JBANNNC_C14857.pdf,"20-180:0.008876923,200-580:0.007123077,600-1980:0.006138462,2000-9980:0.005553846,10000-19980:0.005046154,20000-:0.004769231",35599
C14858,Capacitors,Multilayer Ceramic Capacitors MLCC - SMD/SMT,CL10C101JB8NNNC,603,2,Samsung Electro-Mechanics,Basic,50V 100pF C0G 亇5% 0603  Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS,https://datasheet.lcsc.com/lcsc/1811151136_Samsung-Electro-Mechanics-CL10C101JB8NNNC_C14858.pdf,"20-180:0.004676923,200-580:0.003769231,600-1980:0.003261538,2000-9980:0.002969231,10000-19980:0.002707692,20000-:0.002569231",1339992
C15008,Capacitors,Multilayer Ceramic Capacitors MLCC - SMD/SMT,CL31A107MQHNNNE,1206,2,Samsung Electro-Mechanics,Basic,6.3V 100uF X5R 亇20% 1206  Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS,https://datasheet.lcsc.com/lcsc/1810301816_Samsung-Electro-Mechanics-CL31A107MQHNNNE_C15008.pdf,"15-135:0.082307692,150-435:0.066769231,450-1485:0.058769231,7500-14985:0.050000000,1500-7485:0.052307692,15000-:0.048461538",230061
C15195,Capacitors,Multilayer Ceramic Capacitors MLCC - SMD/SMT,CL05B103KB5NNNC,402,2,Samsung Electro-Mechanics,Basic,50V 10nF X7R 亇10% 0402  Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS,https://datasheet.lcsc.com/lcsc/1810191223_Samsung-Electro-Mechanics-CL05B103KB5NNNC_C15195.pdf,"20-180:0.000895385,200-580:0.000720000,600-1980:0.000593846,2000-9980:0.000487692,10000-19980:0.000470769,20000-:0.000461538",4582921
C15525,Capacitors,Multilayer Ceramic Capacitors MLCC - SMD/SMT,CL05A106MQ5NUNC,402,2,Samsung Electro-Mechanics,Basic,6.3V 10uF X5R 亇20% 0402  Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS,https://datasheet.lcsc.com/lcsc/1810191215_Samsung-Electro-Mechanics-CL05A106MQ5NUNC_C15525.pdf,"20-180:0.004830769,200-580:0.003769231,600-1980:0.003292308,2000-9980:0.002938462,10000-19980:0.002784615,20000-:0.002692308",6145383
C15849,Capacitors,Multilayer Ceramic Capacitors MLCC - SMD/SMT,CL10A105KB8NNNC,603,2,Samsung Electro-Mechanics,Basic,50V 1uF X5R 亇10% 0603  Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS,https://datasheet.lcsc.com/lcsc/1810261812_Samsung-Electro-Mechanics-CL10A105KB8NNNC_C15849.pdf,"20-180:0.005015385,200-580:0.003892308,600-1980:0.003400000,2000-9980:0.003030769,10000-19980:0.002876923,20000-:0.002784615",8898233
C15850,Capacitors,Multilayer Ceramic Capacitors MLCC - SMD/SMT,CL21A106KAYNNNE,805,2,Samsung Electro-Mechanics,Basic,X5R 25V 亇10% 10uF 0805 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS,https://datasheet.lcsc.com/lcsc/1811121310_Samsung-Electro-Mechanics-CL21A106KAYNNNE_C15850.pdf,"20-180:0.012815385,200-580:0.010461538,600-1980:0.009153846,2000-9980:0.008369231,10000-19980:0.007692308,20000-:0.007323077",808449
C16133,Capacitors,Tantalum Capacitors,TAJB107K006RNJ,CASE-B_3528,2,AVX,Basic,100uF 6.3V -55乣+125亷1.7兌@100kHz 亇10% CASE-B_3528  Tantalum Capacitors ROHS,https://datasheet.lcsc.com/lcsc/2111161030_AVX-TAJB107K006RNJ-_C16133.pdf,"15-135:0.137076923,150-435:0.109846154,450-1485:0.096461538,1500-7485:0.086307692,7500-14985:0.082307692,15000-:0.080000000",479642
C16149,Capacitors,Multilayer Ceramic Capacitors MLCC - SMD/SMT,CL10C2R7CB8NNNC,603,2,Samsung Electro-Mechanics,Basic,50V 2.7pF C0G 亇0.25pF 0603  Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS,https://datasheet.lcsc.com/lcsc/1810261513_Samsung-Electro-Mechanics-CL10C2R7CB8NNNC_C16149.pdf,"20-180:0.009753846,200-580:0.007738462,600-1980:0.006630769,2000-9980:0.005953846,10000-19980:0.005369231,20000-:0.005061538",30271
C16772,Capacitors,Multilayer Ceramic Capacitors MLCC - SMD/SMT,CL05B224KO5NNNC,402,2,Samsung Electro-Mechanics,Basic,16V 220nF X7R 亇10% 0402  Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS,https://datasheet.lcsc.com/lcsc/1810251021_Samsung-Electro-Mechanics-CL05B224KO5NNNC-_C16772.pdf,"20-180:0.005000000,200-580:0.004215385,600-1980:0.003661538,2000-9980:0.003200000,10000-19980:0.003123077,20000-:0.003076923",65708
C16780,Capacitors,Multilayer Ceramic Capacitors MLCC - SMD/SMT,CL21A476MQYNNNE,805,2,Samsung Electro-Mechanics,Basic,6.3V 47uF X5R 亇20% 0805  Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS,https://datasheet.lcsc.com/lcsc/1811091612_Samsung-Electro-Mechanics-CL21A476MQYNNNE_C16780.pdf,"20-180:0.021692308,200-580:0.016769231,600-1980:0.014676923,2000-9980:0.013061538,10000-19980:0.012415385,20000-:0.012000000",1413063
C19666,Capacitors,Multilayer Ceramic Capacitors MLCC - SMD/SMT,CL10A475KO8NNNC,603,2,Samsung Electro-Mechanics,Basic,16V 4.7uF X5R 亇10% 0603  Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS,https://datasheet.lcsc.com/lcsc/1810261514_Samsung-Electro-Mechanics-CL10A475KO8NNNC_C19666.pdf,"20-180:0.009338462,200-580:0.007400000,600-1980:0.006338462,2000-9980:0.005692308,10000-19980:0.005123077,20000-:0.004830769",995364
